difficulty target_name F1 lDDToligo Jaccard TMscore
medium H1143 89.5 0.886 0.93 0.976
medium H1143 88.9 0.887 0.91 0.978
medium H1143 89.7 0.886 0.93 0.978
medium H1143 89.5 0.886 0.93 0.976
medium H1143 89.5 0.886 0.93 0.976
medium H1143 87.4 0.888 0.91 0.976
medium H1143 88.7 0.885 0.93 0.975
medium H1143 87.4 0.888 0.91 0.976
medium H1143 88.7 0.885 0.93 0.975
medium H1143 88.7 0.885 0.93 0.975
medium H1143 88.7 0.885 0.93 0.975
medium H1143 88.7 0.885 0.93 0.975
medium H1143 86.5 0.880 0.88 0.964
medium H1143 86.5 0.880 0.88 0.964
medium H1143 86.5 0.879 0.88 0.964
medium H1143 86.5 0.879 0.88 0.964
medium H1143 86.5 0.879 0.88 0.964
medium H1143 83.5 0.856 0.85 0.974
medium H1143 84.9 0.880 0.91 0.967
medium H1143 85.2 0.870 0.89 0.977
medium H1143 84.9 0.880 0.91 0.967
medium H1143 88.1 0.890 0.93 0.982
medium H1143 88.1 0.890 0.93 0.982
medium H1143 86.5 0.880 0.88 0.964
medium H1143 88.1 0.890 0.93 0.982
medium H1143 83.8 0.874 0.89 0.966
medium H1143 83.8 0.874 0.89 0.966
medium H1143 83.6 0.881 0.84 0.968
medium H1143 87.6 0.879 0.91 0.957
medium H1143 87.6 0.879 0.91 0.957
medium H1143 83.3 0.871 0.80 0.980
medium H1143 87.6 0.879 0.91 0.957
medium H1143 81.1 0.879 0.80 0.966
medium H1143 84.9 0.879 0.86 0.955
medium H1143 85.7 0.877 0.88 0.961
medium H1143 84.6 0.878 0.86 0.952
medium H1143 86.8 0.878 0.91 0.952
medium H1143 86.8 0.878 0.91 0.952
medium H1143 86.8 0.878 0.91 0.952
medium H1143 86.8 0.878 0.88 0.953
medium H1143 82.2 0.874 0.86 0.948
medium H1143 80.3 0.851 0.85 0.970
medium H1143 81.5 0.873 0.89 0.940
medium H1143 79.2 0.872 0.84 0.939
medium H1143 75.2 0.863 0.80 0.946
medium H1143 75.0 0.847 0.82 0.920
medium H1143 74.5 0.859 0.82 0.923
medium H1143 70.5 0.857 0.82 0.914
medium H1143 67.3 0.854 0.77 0.905
medium H1143 68.0 0.823 0.77 0.890
medium H1143 70.6 0.863 0.79 0.933
medium H1143 69.9 0.853 0.84 0.899
medium H1143 67.3 0.866 0.80 0.843
medium H1143 66.7 0.827 0.74 0.893
medium H1143 67.3 0.824 0.76 0.886
medium H1143 59.8 0.752 0.71 0.934
medium H1143 68.1 0.852 0.79 0.951
medium H1143 68.1 0.852 0.79 0.951
medium H1143 64.0 0.848 0.72 0.876
medium H1143 65.3 0.832 0.77 0.868
medium H1143 64.8 0.853 0.77 0.839
medium H1143 53.2 0.738 0.58 0.898
medium H1143 63.5 0.855 0.78 0.779
medium H1143 63.5 0.855 0.78 0.779
medium H1143 54.9 0.841 0.80 0.786
medium H1143 54.9 0.841 0.80 0.786
medium H1143 53.5 0.780 0.74 0.834
medium H1143 57.4 0.841 0.73 0.762
medium H1143 57.4 0.841 0.73 0.762
medium H1143 56.0 0.841 0.75 0.768
medium H1143 56.0 0.841 0.75 0.768
medium H1143 60.6 0.849 0.77 0.779
medium H1143 60.6 0.849 0.77 0.779
medium H1143 60.6 0.849 0.77 0.779
medium H1143 46.2 0.739 0.57 0.901
medium H1143 58.3 0.840 0.75 0.753
medium H1143 58.3 0.840 0.75 0.753
medium H1143 51.1 0.813 0.76 0.745
medium H1143 51.1 0.813 0.76 0.745
medium H1143 56.0 0.831 0.74 0.754
medium H1143 59.4 0.853 0.72 0.758
medium H1143 59.4 0.853 0.72 0.758
medium H1143 52.0 0.766 0.72 0.765
medium H1143 53.6 0.819 0.70 0.743
medium H1143 54.3 0.751 0.67 0.815
medium H1143 43.7 0.814 0.67 0.849
medium H1143 43.7 0.814 0.67 0.849
medium H1143 55.7 0.837 0.72 0.698
medium H1143 55.7 0.837 0.72 0.698
medium H1143 53.2 0.828 0.72 0.709
medium H1143 46.8 0.822 0.62 0.706
medium H1143 46.8 0.822 0.62 0.706
medium H1143 47.4 0.811 0.71 0.699
medium H1143 38.8 0.827 0.55 0.861
medium H1143 40.4 0.774 0.57 0.675
medium H1143 32.1 0.715 0.57 0.783
medium H1143 37.5 0.698 0.60 0.825
medium H1143 47.9 0.773 0.72 0.675
medium H1143 43.7 0.837 0.59 0.666
medium H1143 40.4 0.742 0.62 0.668
medium H1143 27.4 0.746 0.46 0.772
medium H1143 30.6 0.826 0.48 0.647
medium H1143 31.3 0.827 0.38 0.639
medium H1143 31.5 0.823 0.50 0.643
medium H1143 22.5 0.750 0.44 0.729
medium H1143 30.4 0.818 0.43 0.632
medium H1143 30.4 0.818 0.43 0.632
medium H1143 30.4 0.818 0.43 0.630
medium H1143 30.4 0.818 0.43 0.630
medium H1143 15.7 0.744 0.41 0.679
medium H1143 10.8 0.739 0.27 0.668
medium H1143 11.7 0.809 0.34 0.671
medium H1143 9.3 0.824 0.30 0.657
medium H1143 7.1 0.814 0.43 0.664
medium H1143 7.1 0.814 0.43 0.664
medium H1143 6.3 0.813 0.43 0.668
medium H1143 7.8 0.820 0.34 0.651
medium H1143 7.8 0.820 0.34 0.651
medium H1143 7.8 0.820 0.34 0.651
medium H1143 5.6 0.738 0.30 0.658
medium H1143 7.7 0.787 0.43 0.654
medium H1143 8.4 0.792 0.26 0.637
medium H1143 5.3 0.817 0.28 0.653
medium H1143 5.3 0.817 0.28 0.653
medium H1143 5.3 0.817 0.28 0.653
medium H1143 12.4 0.746 0.31 0.707
medium H1143 7.8 0.819 0.43 0.656
medium H1143 7.3 0.768 0.40 0.640
medium H1143 8.8 0.734 0.38 0.666
medium H1143 11.8 0.806 0.32 0.651
medium H1143 4.3 0.725 0.32 0.620
medium H1143 2.4 0.809 0.24 0.651
medium H1143 2.4 0.809 0.24 0.651
medium H1143 6.3 0.821 0.35 0.644
medium H1143 6.3 0.821 0.35 0.644
medium H1143 9.0 0.799 0.36 0.684
medium H1143 6.2 0.823 0.32 0.642
medium H1143 6.5 0.774 0.42 0.637
medium H1143 2.1 0.819 0.30 0.639
medium H1143 2.1 0.819 0.30 0.639
medium H1143 1.4 0.771 0.53 0.714
medium H1143 16.2 0.809 0.46 0.659
medium H1143 1.9 0.752 0.29 0.611
medium H1143 1.4 0.788 0.40 0.717
medium H1143 2.2 0.823 0.25 0.640
medium H1143 2.2 0.823 0.25 0.640
medium H1143 4.3 0.819 0.31 0.640
medium H1143 4.3 0.819 0.31 0.640
medium H1143 4.3 0.819 0.31 0.640
medium H1143 9.1 0.784 0.43 0.647
medium H1143 4.3 0.820 0.25 0.640
medium H1143 2.1 0.819 0.24 0.640
medium H1143 3.8 0.749 0.29 0.626
medium H1143 7.2 0.766 0.32 0.613
medium H1143 5.2 0.763 0.25 0.650
medium H1143 2.1 0.810 0.22 0.637
medium H1143 2.1 0.810 0.22 0.637
medium H1143 1.8 0.815 0.29 0.646
medium H1143 2.1 0.819 0.23 0.638
medium H1143 7.8 0.809 0.28 0.643
medium H1143 7.6 0.772 0.25 0.650
medium H1143 2.2 0.810 0.21 0.639
medium H1143 2.3 0.819 0.25 0.637
medium H1143 2.3 0.819 0.25 0.637
medium H1143 2.2 0.811 0.23 0.639
medium H1143 2.2 0.810 0.20 0.640
medium H1143 0.0 0.729 0.20 0.596
medium H1143 2.1 0.735 0.25 0.614
medium H1143 4.3 0.762 0.20 0.629
medium H1143 5.4 0.726 0.20 0.597
medium H1143 3.3 0.724 0.17 0.596
medium H1143 4.8 0.814 0.39 0.666
medium H1143 3.4 0.813 0.19 0.623
medium H1143 1.5 0.756 0.18 0.629
medium H1143 3.1 0.814 0.17 0.634
medium H1143 1.4 0.762 0.16 0.631
medium H1143 2.7 0.778 0.18 0.613
medium H1143 0.0 0.765 0.16 0.629
medium H1143 0.0 0.761 0.16 0.628
medium H1143 0.0 0.705 0.24 0.620
medium H1143 0.0 0.777 0.15 0.602
medium H1143 0.0 0.742 0.16 0.612
medium H1143 0.0 0.729 0.26 0.622
medium H1143 0.0 0.731 0.23 0.600
medium H1143 0.0 0.720 0.26 0.620
medium H1143 0.0 0.718 0.20 0.608
medium H1143 0.0 0.721 0.09 0.580
medium H1143 2.0 0.802 0.17 0.602
medium H1143 0.0 0.732 0.18 0.610
medium H1143 0.0 0.371 0.10 0.520
medium H1143 0.0 0.371 0.10 0.520
medium H1143 0.0 0.804 0.09 0.611
medium H1143 0.0 0.747 0.10 0.589
medium H1143 0.0 0.785 0.21 0.602
medium H1143 0.0 0.801 0.13 0.607
medium H1143 0.0 0.801 0.13 0.607
medium H1143 0.0 0.814 0.12 0.610
medium H1143 0.0 0.806 0.05 0.613
medium H1143 0.0 0.789 0.12 0.611
medium H1143 0.0 0.799 0.14 0.609
medium H1143 0.0 0.816 0.13 0.612
medium H1143 0.0 0.798 0.13 0.601
medium H1143 0.0 0.801 0.21 0.601
medium H1143 0.0 0.789 0.17 0.597
medium H1143 0.0 0.800 0.08 0.601
medium H1143 0.0 0.764 0.09 0.596
medium H1143 0.0 0.767 0.16 0.595
medium H1143 0.0 0.800 0.13 0.598
medium H1143 0.0 0.804 0.13 0.600
medium H1143 0.0 0.774 0.09 0.596
medium H1143 0.0 0.768 0.09 0.597
medium H1143 0.0 0.734 0.15 0.590
medium H1143 0.0 0.787 0.15 0.611
medium H1143 0.0 0.795 0.16 0.601
medium H1143 0.0 0.804 0.13 0.600
medium H1143 0.0 0.790 0.15 0.600
medium H1143 0.0 0.749 0.18 0.596
medium H1144 73.9 0.931 0.82 0.993
medium H1144 73.2 0.926 0.85 0.992
medium H1144 73.6 0.921 0.83 0.991
medium H1144 74.1 0.922 0.86 0.992
medium H1144 67.2 0.889 0.74 0.987
medium H1144 65.2 0.886 0.73 0.986
medium H1144 72.7 0.889 0.79 0.984
medium H1144 51.7 0.875 0.77 0.918
medium H1144 51.7 0.875 0.77 0.918
medium H1144 38.9 0.831 0.66 0.900
medium H1144 37.8 0.864 0.53 0.897
medium H1144 30.3 0.870 0.68 0.907
medium H1144 30.3 0.870 0.68 0.907
medium H1144 28.4 0.763 0.60 0.859
medium H1144 35.7 0.862 0.47 0.878
medium H1144 24.8 0.858 0.55 0.894
medium H1144 22.0 0.856 0.53 0.938
medium H1144 26.7 0.834 0.67 0.896
medium H1144 27.1 0.832 0.48 0.772
medium H1144 35.6 0.845 0.54 0.734
medium H1144 39.7 0.850 0.54 0.753
medium H1144 19.6 0.852 0.54 0.907
medium H1144 24.8 0.849 0.54 0.751
medium H1144 28.2 0.850 0.55 0.743
medium H1144 9.7 0.798 0.49 0.766
medium H1144 17.0 0.826 0.46 0.716
medium H1144 12.1 0.728 0.56 0.745
medium H1144 12.1 0.813 0.52 0.789
medium H1144 14.9 0.813 0.56 0.706
medium H1144 14.2 0.838 0.52 0.787
medium H1144 17.8 0.738 0.58 0.772
medium H1144 13.8 0.808 0.59 0.750
medium H1144 11.1 0.736 0.46 0.729
medium H1144 8.1 0.847 0.46 0.705
medium H1144 8.1 0.847 0.46 0.705
medium H1144 9.0 0.808 0.37 0.677
medium H1144 12.2 0.779 0.49 0.676
medium H1144 7.6 0.806 0.53 0.690
medium H1144 11.8 0.778 0.46 0.669
medium H1144 14.5 0.697 0.50 0.659
medium H1144 15.7 0.703 0.54 0.659
medium H1144 14.1 0.705 0.52 0.662
medium H1144 9.0 0.793 0.46 0.671
medium H1144 11.5 0.783 0.46 0.670
medium H1144 12.6 0.704 0.47 0.658
medium H1144 10.7 0.751 0.54 0.679
medium H1144 11.4 0.710 0.55 0.661
medium H1144 9.8 0.800 0.46 0.671
medium H1144 8.8 0.808 0.52 0.703
medium H1144 9.5 0.838 0.41 0.680
medium H1144 9.7 0.827 0.46 0.677
medium H1144 7.4 0.779 0.40 0.670
medium H1144 8.1 0.842 0.49 0.712
medium H1144 4.0 0.838 0.38 0.687
medium H1144 8.0 0.794 0.50 0.672
medium H1144 4.0 0.838 0.38 0.687
medium H1144 4.0 0.838 0.38 0.687
medium H1144 6.3 0.753 0.55 0.674
medium H1144 5.6 0.790 0.40 0.667
medium H1144 6.2 0.769 0.46 0.669
medium H1144 8.8 0.808 0.54 0.679
medium H1144 5.6 0.790 0.40 0.667
medium H1144 9.2 0.842 0.54 0.681
medium H1144 9.2 0.842 0.54 0.681
medium H1144 9.2 0.842 0.54 0.681
medium H1144 9.2 0.842 0.54 0.681
medium H1144 11.0 0.843 0.53 0.684
medium H1144 8.9 0.840 0.57 0.682
medium H1144 11.0 0.843 0.53 0.684
medium H1144 7.8 0.811 0.55 0.679
medium H1144 5.7 0.823 0.42 0.682
medium H1144 5.7 0.823 0.42 0.682
medium H1144 9.4 0.811 0.59 0.677
medium H1144 8.1 0.828 0.48 0.678
medium H1144 8.1 0.828 0.48 0.678
medium H1144 8.1 0.830 0.57 0.679
medium H1144 6.6 0.836 0.49 0.682
medium H1144 6.7 0.828 0.57 0.678
medium H1144 9.1 0.838 0.50 0.681
medium H1144 8.3 0.827 0.53 0.679
medium H1144 6.8 0.831 0.50 0.680
medium H1144 9.1 0.838 0.50 0.681
medium H1144 8.6 0.838 0.54 0.681
medium H1144 8.9 0.837 0.54 0.682
medium H1144 8.9 0.839 0.45 0.681
medium H1144 9.4 0.844 0.56 0.681
medium H1144 6.8 0.829 0.53 0.678
medium H1144 8.0 0.830 0.55 0.678
medium H1144 4.4 0.805 0.18 0.671
medium H1144 9.1 0.814 0.50 0.679
medium H1144 11.2 0.835 0.51 0.680
medium H1144 14.9 0.782 0.47 0.680
medium H1144 9.1 0.842 0.57 0.681
medium H1144 8.4 0.716 0.47 0.656
medium H1144 6.2 0.830 0.57 0.677
medium H1144 9.1 0.842 0.57 0.681
medium H1144 9.1 0.842 0.57 0.681
medium H1144 9.1 0.842 0.57 0.681
medium H1144 7.8 0.834 0.60 0.678
medium H1144 7.5 0.843 0.59 0.680
medium H1144 7.5 0.843 0.59 0.680
medium H1144 7.9 0.813 0.58 0.678
medium H1144 7.5 0.843 0.59 0.680
medium H1144 7.8 0.834 0.60 0.678
medium H1144 9.4 0.814 0.55 0.678
medium H1144 9.4 0.814 0.55 0.678
medium H1144 6.4 0.837 0.48 0.683
medium H1144 7.8 0.829 0.49 0.679
medium H1144 6.7 0.837 0.51 0.682
medium H1144 6.7 0.830 0.48 0.679
medium H1144 7.8 0.829 0.49 0.679
medium H1144 6.7 0.837 0.51 0.682
medium H1144 9.0 0.846 0.55 0.680
medium H1144 7.2 0.783 0.41 0.675
medium H1144 10.4 0.850 0.60 0.680
medium H1144 9.1 0.848 0.61 0.680
medium H1144 7.6 0.833 0.58 0.680
medium H1144 9.2 0.813 0.50 0.679
medium H1144 9.1 0.848 0.61 0.680
medium H1144 10.4 0.850 0.60 0.680
medium H1144 9.4 0.749 0.52 0.676
medium H1144 6.2 0.838 0.47 0.683
medium H1144 6.2 0.838 0.47 0.683
medium H1144 7.8 0.838 0.48 0.682
medium H1144 7.8 0.838 0.48 0.682
medium H1144 8.5 0.834 0.55 0.681
medium H1144 5.0 0.837 0.34 0.677
medium H1144 5.0 0.837 0.34 0.677
medium H1144 5.0 0.837 0.34 0.677
medium H1144 6.8 0.838 0.50 0.685
medium H1144 7.5 0.837 0.36 0.678
medium H1144 6.8 0.838 0.50 0.685
medium H1144 6.8 0.838 0.50 0.685
medium H1144 7.5 0.837 0.36 0.678
medium H1144 7.7 0.814 0.57 0.678
medium H1144 6.4 0.701 0.42 0.656
medium H1144 10.5 0.848 0.61 0.680
medium H1144 7.8 0.832 0.49 0.679
medium H1144 6.2 0.829 0.48 0.680
medium H1144 7.8 0.832 0.49 0.679
medium H1144 6.2 0.829 0.48 0.680
medium H1144 7.5 0.840 0.48 0.681
medium H1144 7.5 0.840 0.48 0.681
medium H1144 8.0 0.824 0.51 0.676
medium H1144 6.2 0.841 0.47 0.682
medium H1144 7.8 0.833 0.49 0.675
medium H1144 7.8 0.833 0.49 0.675
medium H1144 11.1 0.847 0.48 0.682
medium H1144 10.8 0.850 0.60 0.680
medium H1144 8.1 0.844 0.54 0.679
medium H1144 10.8 0.850 0.60 0.680
medium H1144 6.2 0.830 0.50 0.679
medium H1144 6.2 0.830 0.50 0.679
medium H1144 8.3 0.803 0.52 0.671
medium H1144 7.9 0.850 0.60 0.680
medium H1144 7.9 0.850 0.60 0.680
medium H1144 9.1 0.784 0.44 0.691
medium H1144 7.9 0.848 0.58 0.679
medium H1144 7.9 0.848 0.58 0.679
medium H1144 7.9 0.848 0.58 0.679
medium H1144 1.7 0.842 0.53 0.676
medium H1144 4.2 0.830 0.48 0.676
medium H1144 4.2 0.830 0.48 0.676
medium H1144 7.9 0.777 0.38 0.689
medium H1144 1.4 0.822 0.27 0.659
medium H1144 2.2 0.801 0.15 0.666
medium H1144 3.5 0.843 0.32 0.651
medium H1144 3.5 0.843 0.32 0.651
medium H1144 1.7 0.838 0.20 0.645
medium H1144 2.2 0.800 0.21 0.662
medium H1144 1.5 0.734 0.36 0.659
medium H1144 0.0 0.805 0.13 0.660
medium H1144 1.6 0.724 0.17 0.616
medium H1144 1.8 0.756 0.22 0.621
medium H1144 0.0 0.835 0.30 0.640
medium H1144 0.0 0.834 0.30 0.639
medium H1144 0.0 0.834 0.30 0.639
medium H1144 0.0 0.803 0.16 0.627
medium H1144 0.0 0.810 0.16 0.632
medium H1144 0.0 0.790 0.25 0.632
medium H1144 1.9 0.829 0.27 0.636
medium H1144 1.9 0.829 0.27 0.636
medium H1144 1.9 0.829 0.27 0.636
medium H1144 0.0 0.747 0.19 0.613
medium H1144 0.0 0.836 0.17 0.633
medium H1144 0.0 0.836 0.17 0.633
medium H1144 0.0 0.749 0.16 0.619
medium H1144 0.0 0.760 0.19 0.618
medium H1144 0.0 0.799 0.09 0.628
medium H1144 0.0 0.799 0.09 0.628
medium H1144 0.0 0.792 0.15 0.625
medium H1144 0.0 0.816 0.13 0.627
medium H1144 0.0 0.799 0.16 0.628
medium H1144 0.0 0.811 0.09 0.629
medium H1144 0.0 0.778 0.13 0.617
medium H1144 0.0 0.778 0.13 0.617
medium H1144 0.0 0.719 0.14 0.610
medium H1144 0.0 0.803 0.09 0.627
medium H1144 0.0 0.803 0.09 0.627
medium H1144 0.0 0.808 0.12 0.631
medium H1144 0.0 0.776 0.14 0.625
medium H1144 0.0 0.828 0.14 0.629
medium H1144 0.0 0.824 0.16 0.627
medium H1144 0.0 0.822 0.13 0.627
medium H1144 0.0 0.820 0.17 0.629
medium H1144 0.0 0.797 0.13 0.626
medium H1144 0.0 0.796 0.14 0.623
medium H1144 0.0 0.807 0.14 0.626
medium H1144 0.0 0.825 0.15 0.627
medium H1144 0.0 0.794 0.05 0.620
medium H1144 0.0 0.784 0.10 0.619
medium H1144 0.0 0.336 0.08 0.494
medium H1144 0.0 0.784 0.10 0.619
medium H1144 0.0 0.796 0.11 0.620
medium H1144 0.0 0.829 0.15 0.627
medium H1144 0.0 0.745 0.10 0.610
medium H1144 0.0 0.744 0.08 0.614
medium H1144 0.0 0.747 0.15 0.613
medium H1144 0.0 0.757 0.09 0.614
medium H1144 0.0 0.815 0.13 0.629
medium H1144 0.0 0.802 0.12 0.621
medium H1144 0.0 0.829 0.15 0.627
medium H1144 0.0 0.824 0.14 0.627
medium H1144 0.0 0.797 0.13 0.626
medium H1144 0.0 0.780 0.11 0.618
medium H1144 0.0 0.802 0.20 0.619
medium H1144 0.0 0.336 0.08 0.494
medium H1144 0.0 0.824 0.16 0.627
medium H1144 0.0 0.824 0.16 0.627
medium H1144 0.0 0.821 0.08 0.627
medium H1144 0.0 0.739 0.06 0.627
medium H1144 0.0 0.760 0.15 0.626
medium H1144 0.0 0.824 0.14 0.628
medium H1144 0.0 0.826 0.13 0.627
medium H1144 0.0 0.822 0.17 0.628
medium H1144 0.0 0.825 0.15 0.627
medium H1144 0.0 0.708 0.07 0.607
medium H1144 0.0 0.754 0.00 0.628
medium H1144 0.0 0.729 0.09 0.609
medium H1144 0.0 0.760 0.14 0.617
medium H1144 0.0 0.728 0.15 0.613
medium H1144 0.0 0.796 0.05 0.616
medium H1144 0.0 0.824 0.15 0.628
medium H1144 0.0 0.824 0.16 0.627
medium H1144 0.0 0.810 0.15 0.627
medium H1144 0.0 0.828 0.16 0.627
medium H1144 0.0 0.722 0.08 0.597
medium H1144 0.0 0.789 0.13 0.629
medium H1144 0.0 0.828 0.14 0.629
medium H1144 0.0 0.822 0.11 0.627
medium H1144 0.0 0.820 0.15 0.629
medium H1144 0.0 0.828 0.14 0.629
medium H1144 0.0 0.810 0.13 0.627
medium H1144 0.0 0.829 0.15 0.627
medium H1144 0.0 0.824 0.14 0.627
medium H1144 0.0 0.739 0.01 0.625
medium H1144 0.0 0.825 0.14 0.628
medium H1144 0.0 0.785 0.13 0.627
medium H1144 0.0 0.820 0.15 0.629
medium H1144 0.0 0.749 0.11 0.618
medium H1144 0.0 0.709 0.06 0.608
medium H1144 0.0 0.813 0.13 0.627
medium H1144 0.0 0.820 0.15 0.629
medium H1144 0.0 0.762 0.12 0.611
medium H1144 0.0 0.789 0.15 0.625
medium H1144 0.0 0.790 0.16 0.625
medium H1144 0.0 0.824 0.14 0.627
medium H1144 0.0 0.796 0.14 0.623
medium H1144 0.0 0.827 0.14 0.631
medium H1144 0.0 0.816 0.11 0.627
medium H1144 0.0 0.797 0.11 0.624
medium H1144 0.0 0.749 0.11 0.618
medium H1144 0.0 0.813 0.13 0.627
medium H1144 0.0 0.829 0.15 0.627
medium H1144 0.0 0.784 0.08 0.619
medium H1144 0.0 0.825 0.15 0.628
medium H1144 0.0 0.824 0.16 0.627
medium H1144 0.0 0.723 0.17 0.624
medium H1144 0.0 0.713 0.10 0.609
medium H1144 0.0 0.825 0.14 0.628
medium H1144 0.0 0.776 0.09 0.627
medium H1144 0.0 0.815 0.14 0.624
medium H1144 0.0 0.824 0.14 0.628
medium H1144 0.0 0.797 0.12 0.619
medium H1144 0.0 0.822 0.13 0.627
medium H1144 0.0 0.824 0.10 0.627
medium H1144 0.0 0.825 0.14 0.628
medium H1144 0.0 0.810 0.10 0.628
medium H1144 0.0 0.825 0.15 0.628
medium H1144 0.0 0.823 0.15 0.627
medium H1144 0.0 0.792 0.11 0.619
medium H1144 0.0 0.794 0.21 0.628
medium H1144 0.0 0.802 0.17 0.628
medium H1144 0.0 0.798 0.07 0.626
medium H1144 0.0 0.798 0.07 0.626
medium H1144 0.0 0.754 0.18 0.614
medium H1144 0.0 0.750 0.14 0.593
medium H1144 0.0 0.723 0.13 0.602
medium H1144 0.0 0.824 0.14 0.628
medium H1144 0.0 0.785 0.08 0.616
medium H1144 0.0 0.810 0.15 0.627
medium H1144 0.0 0.826 0.14 0.627
medium H1144 0.0 0.779 0.13 0.618
easy H1151 76.9 0.849 0.79 0.961
easy H1151 76.9 0.849 0.79 0.961
easy H1151 77.3 0.840 0.76 0.956
easy H1151 76.4 0.841 0.74 0.960
easy H1151 77.3 0.840 0.76 0.956
easy H1151 76.4 0.841 0.74 0.960
easy H1151 78.7 0.857 0.80 0.959
easy H1151 77.9 0.847 0.79 0.956
easy H1151 81.3 0.855 0.80 0.946
easy H1151 79.1 0.858 0.80 0.957
easy H1151 77.9 0.847 0.79 0.956
easy H1151 78.3 0.854 0.79 0.955
easy H1151 83.9 0.849 0.81 0.940
easy H1151 78.7 0.852 0.79 0.947
easy H1151 78.7 0.852 0.79 0.947
easy H1151 83.9 0.849 0.81 0.940
easy H1151 78.7 0.852 0.79 0.947
easy H1151 80.0 0.830 0.73 0.951
easy H1151 82.6 0.852 0.79 0.940
easy H1151 81.3 0.851 0.80 0.946
easy H1151 78.3 0.849 0.71 0.951
easy H1151 80.4 0.849 0.77 0.947
easy H1151 79.6 0.848 0.79 0.941
easy H1151 81.3 0.843 0.79 0.946
easy H1151 79.6 0.848 0.79 0.941
easy H1151 81.3 0.851 0.80 0.940
easy H1151 81.3 0.852 0.80 0.943
easy H1151 82.6 0.850 0.80 0.941
easy H1151 81.3 0.849 0.80 0.939
easy H1151 81.7 0.855 0.80 0.937
easy H1151 80.4 0.848 0.79 0.952
easy H1151 81.7 0.855 0.79 0.943
easy H1151 80.9 0.855 0.80 0.942
easy H1151 82.6 0.846 0.80 0.940
easy H1151 79.6 0.852 0.79 0.937
easy H1151 80.9 0.847 0.82 0.947
easy H1151 80.9 0.847 0.79 0.935
easy H1151 80.9 0.847 0.82 0.947
easy H1151 80.9 0.854 0.79 0.940
easy H1151 80.4 0.848 0.79 0.952
easy H1151 80.9 0.847 0.79 0.935
easy H1151 81.7 0.844 0.79 0.931
easy H1151 80.9 0.854 0.79 0.940
easy H1151 80.4 0.848 0.79 0.952
easy H1151 80.9 0.855 0.80 0.942
easy H1151 80.9 0.854 0.79 0.940
easy H1151 80.9 0.853 0.80 0.939
easy H1151 80.9 0.853 0.80 0.939
easy H1151 80.9 0.853 0.80 0.940
easy H1151 81.3 0.844 0.80 0.937
easy H1151 77.3 0.841 0.79 0.943
easy H1151 83.3 0.847 0.86 0.934
easy H1151 80.9 0.846 0.79 0.939
easy H1151 79.6 0.842 0.77 0.935
easy H1151 77.4 0.844 0.77 0.935
easy H1151 79.6 0.851 0.79 0.934
easy H1151 79.6 0.842 0.77 0.935
easy H1151 79.6 0.843 0.77 0.948
easy H1151 77.4 0.844 0.77 0.935
easy H1151 80.9 0.846 0.79 0.939
easy H1151 80.9 0.850 0.79 0.932
easy H1151 80.0 0.830 0.76 0.931
easy H1151 80.9 0.850 0.79 0.932
easy H1151 80.9 0.854 0.80 0.933
easy H1151 79.6 0.848 0.80 0.939
easy H1151 80.9 0.850 0.79 0.932
easy H1151 79.1 0.838 0.75 0.939
easy H1151 81.7 0.850 0.79 0.936
easy H1151 81.7 0.850 0.79 0.936
easy H1151 79.1 0.838 0.75 0.939
easy H1151 81.7 0.850 0.79 0.936
easy H1151 78.3 0.828 0.79 0.940
easy H1151 81.7 0.849 0.79 0.939
easy H1151 78.7 0.841 0.77 0.934
easy H1151 77.9 0.840 0.77 0.929
easy H1151 81.7 0.849 0.79 0.939
easy H1151 78.7 0.843 0.78 0.943
easy H1151 80.0 0.849 0.78 0.940
easy H1151 79.1 0.845 0.80 0.943
easy H1151 78.7 0.840 0.77 0.929
easy H1151 82.2 0.840 0.82 0.928
easy H1151 80.9 0.840 0.73 0.933
easy H1151 78.7 0.840 0.77 0.929
easy H1151 79.1 0.845 0.80 0.943
easy H1151 80.0 0.849 0.78 0.940
easy H1151 82.2 0.840 0.82 0.928
easy H1151 78.7 0.843 0.78 0.943
easy H1151 79.1 0.845 0.80 0.943
easy H1151 80.0 0.849 0.78 0.940
easy H1151 78.7 0.840 0.77 0.929
easy H1151 79.1 0.845 0.80 0.943
easy H1151 79.1 0.845 0.80 0.943
easy H1151 79.6 0.847 0.77 0.952
easy H1151 79.6 0.847 0.77 0.952
easy H1151 79.6 0.847 0.77 0.952
easy H1151 81.3 0.851 0.79 0.935
easy H1151 81.3 0.851 0.79 0.935
easy H1151 81.3 0.851 0.79 0.935
easy H1151 81.3 0.851 0.79 0.935
easy H1151 78.7 0.822 0.74 0.945
easy H1151 83.1 0.834 0.83 0.938
easy H1151 79.1 0.845 0.78 0.936
easy H1151 80.4 0.846 0.79 0.953
easy H1151 79.1 0.848 0.79 0.948
easy H1151 79.1 0.845 0.78 0.936
easy H1151 79.1 0.848 0.79 0.948
easy H1151 77.4 0.841 0.74 0.927
easy H1151 82.6 0.847 0.80 0.934
easy H1151 81.3 0.849 0.79 0.933
easy H1151 82.2 0.850 0.79 0.935
easy H1151 82.2 0.850 0.79 0.934
easy H1151 80.5 0.846 0.87 0.946
easy H1151 80.5 0.846 0.87 0.946
easy H1151 82.2 0.839 0.78 0.929
easy H1151 82.2 0.839 0.78 0.929
